rt_bin,mz,charge,rt_minutes,peak_width_minutes,mz_defect,kendrick_mass_defect,real
27,194.95456489409,1,2.7348166666666698,4.4100000000000299E-2,0.954565,0.263123,0
27,281.06484651100601,2,2.7348166666666698,1.76333333333334E-2,0.064847,0.248993,1
27,301.11141184825198,1,2.7260166666666699,0.24686666666666701,0.111412,0.224812,0
27,357.08274898098603,2,2.7348166666666698,5.2900000000000197E-2,0.082749,0.315973,1
27,517.203856895287,1,2.7348166666666698,7.9366666666666599E-2,0.203857,0.373658,1
27,573.19332819086799,1,2.7260166666666699,0.22923333333333401,0.193328,0.446705,1
27,519.07409510735897,1,2.7436500000000001,0.62858333333333305,0.074095,-0.494492,1
27,299.09015585801802,2,2.7436500000000001,0.84281666666666699,0.090156,0.243811,0
27,156.03858319101701,2,2.7524500000000001,0.13226666666666601,0.038583,0.135651,0
27,260.92602182091599,1,2.7524500000000001,5.2900000000000197E-2,0.926022,0.365331,0
27,277.99882361449301,1,2.7524500000000001,0.28213333333333301,0.998824,0.311592,0
27,145.930351343387,1,2.76128333333333,4.4066666666666698E-2,0.930351,0.232596,0
27,301.93448217701501,1,2.76128333333333,5.2900000000000197E-2,0.934482,0.402661,0
27,318.155721773766,1,2.76128333333333,0.33503333333333402,0.155722,0.199534,1
27,366.894502865677,1,2.76128333333333,7.9333333333333506E-2,0.894503,-0.484825,0
27,435.06158703652301,1,2.76128333333333,0.12343333333333301,0.061587,0.424207,1
27,243.184567025398,2,2.76128333333333,0.16750000000000001,0.184567,0.086975,0
27,514.11933764654896,1,2.76128333333333,0.681483333333333,0.119338,0.454733,1
27,152.07097648698999,1,2.7700833333333299,7.9366666666666599E-2,0.070976,0.098827,0
27,246.09404670457701,2,2.7700833333333299,0.19396666666666701,0.094047,0.180744,0
27,239.15057545013201,1,2.77891666666667,0.36146666666666699,0.150575,0.116462,0
27,251.052367159776,1,2.77891666666667,0.24686666666666701,0.052367,0.227960,1
27,346.08168841288801,2,2.77891666666667,0.28213333333333301,0.081688,0.304749,1
27,391.113511448503,1,2.77891666666667,0.22040000000000001,0.113511,0.323209,1
27,442.02095142891898,1,2.77891666666667,9.6966666666666396E-2,0.020951,0.472613,1
27,219.54086106895599,2,2.78771666666667,0.37909999999999999,0.540861,-0.295720,1
27,341.087804881838,1,2.78771666666667,0.70793333333333397,0.087805,0.293057,1
27,181.146548108243,1,2.7965499999999999,8.8149999999999701E-2,0.146548,0.055722,0
27,240.059509772035,2,2.7965499999999999,0.31738333333333302,0.059510,0.208543,1
27,357.08310564600498,2,2.7965499999999999,6.1699999999999602E-2,0.083106,0.315617,1
27,443.04972437275802,1,2.7965499999999999,0.32619999999999999,0.049724,0.444989,1
28,177.13926045916099,1,2.8141833333333302,0.432,0.139260,0.058535,1
28,321.09496756336699,2,2.8141833333333302,0.69911666666666705,0.094968,0.263570,1
28,422.23133537989003,1,2.8053499999999998,0.18515000000000001,0.231335,0.240132,1
28,455.04256062287197,1,2.8141833333333302,0.12343333333333301,0.042561,0.465544,1
28,458.01414432750101,1,2.8053499999999998,0.30856666666666699,0.014144,0.497278,1
28,625.21024861473904,1,2.8141833333333302,0.42318333333333302,0.210249,0.487867,1
28,193.171783073787,1,2.8229833333333301,0.12341666666666699,0.171783,0.043914,0
28,324.06895582736303,2,2.8229833333333301,0.12341666666666699,0.068956,0.292902,1
28,383.09435552341,1,2.8229833333333301,0.30856666666666699,0.094356,0.333411,1
28,424.25252840572199,1,2.8229833333333301,0.22923333333333401,0.252528,0.221196,1
28,473.06419928132601,1,2.8229833333333301,7.0533333333333101E-2,0.064199,0.464028,1
28,193.97688306944499,1,2.8317999999999999,5.28833333333334E-2,0.976883,0.239713,0
28,207.987745731345,1,2.8317999999999999,6.1700000000000102E-2,0.987746,0.244495,0
28,378.14073048445101,1,2.8317999999999999,0.32619999999999999,0.140730,0.281505,1
28,414.02521189777201,1,2.8317999999999999,0.41699999999999998,0.025212,0.437092,1
28,315.09781629773801,2,2.8406166666666701,9.6966666666666396E-2,0.097816,0.254025,1
28,369.11834042366002,1,2.8406166666666701,0.44345000000000001,0.118340,0.293820,1
28,382.18661192778598,1,2.8406166666666701,7.9366666666667002E-2,0.186612,0.240141,1
28,433.07159304849102,1,2.8494333333333302,6.1716666666666899E-2,0.071593,0.411979,1
28,202.95419856176201,1,2.85825,2.6450000000000098E-2,0.954199,0.272422,0
28,329.087558793862,2,2.85825,0.16750000000000001,0.087559,0.279903,1
28,145.92987910945101,1,2.8670666666666702,5.2900000000000197E-2,0.929879,0.233067,0
28,331.09919272056601,2,2.8670666666666702,0.33501666666666602,0.099193,0.270516,1
28,190.05230584280801,2,2.8758833333333298,0.36148333333333299,0.052306,0.159908,1
28,202.04987865464099,2,2.8758833333333298,0.15870000000000001,0.049879,0.175732,0
28,247.06607791726699,2,2.8758833333333298,0.10580000000000001,0.066078,0.209798,1
28,298.09217045474702,2,2.8758833333333298,0.54044999999999999,0.092170,0.240682,1
28,394.03636905829001,1,2.8847,0.15870000000000001,0.036369,0.403615,1
28,579.20551360913805,1,2.8847,1.30388333333333,0.205514,0.441232,1
28,393.06393101773898,1,2.8935166666666698,6.1716666666666899E-2,0.063931,0.374968,1
29,169.05115610427899,1,2.9023500000000002,0.32619999999999999,0.051156,0.137608,1
29,196.157827628539,1,2.9023500000000002,0.15870000000000001,0.157828,0.061204,0
29,277.10819013418302,1,2.9111500000000001,1.7120500000000001,0.108190,0.201231,1
29,501.156309217954,2,2.9111500000000001,0.56686666666666696,0.156309,0.403286,1
29,140.10704373675,1,2.92878333333333,0.18515000000000001,0.107044,0.049401,0
29,176.013022353835,1,2.92878333333333,8.8166666666666504E-2,0.013022,0.183515,0
29,265.07211285861899,2,2.92878333333333,0.28475,0.072113,0.223869,1
29,266.09011791644599,2,2.92878333333333,0.10580000000000001,0.090118,0.207001,1
29,363.10903238163201,2,2.92878333333333,9.6983333333333199E-2,0.109032,0.296418,1
29,326.09619687898697,2,2.92878333333333,7.0533333333333101E-2,0.096197,0.267925,1
29,207.98803176689799,1,2.9376166666666701,4.4066666666666303E-2,0.988032,0.244210,0
29,406.340397956711,1,2.9376166666666701,6.1699999999999602E-2,0.340398,0.113325,1
29,706.23621337026395,1,2.9376166666666701,0.23185,0.236213,-0.447624,1
29,799.19876502821603,1,2.9376166666666701,0.41698333333333298,0.198765,-0.306373,1
29,207.067001784063,2,2.9640499999999999,0.33765000000000001,0.067002,0.164211,1
29,223.05588978248301,2,2.95523333333333,0.16751666666666701,0.055890,0.193176,1
29,260.926322251817,1,2.9640499999999999,0.18515000000000001,0.926322,0.365030,0
29,285.58086519130001,2,2.9640499999999999,9.6983333333333199E-2,0.580865,-0.261983,1
29,291.98910265831,1,2.9640499999999999,0.12341666666666699,0.989103,0.336935,0
29,297.09747467741698,2,2.9640499999999999,6.1716666666666399E-2,0.097475,0.234267,1
29,305.067787263448,1,2.9640499999999999,0.56068333333333298,0.067787,0.272854,1
29,333.17424583791097,1,2.95523333333333,0.13225000000000001,0.174246,0.197780,1
29,357.22543266891398,1,2.95523333333333,0.302383333333333,0.225433,0.173448,0
29,411.09085960346999,1,2.9640499999999999,0.36408333333333298,0.090860,0.368168,1
29,437.145767884701,2,2.95523333333333,7.0516666666666797E-2,0.145768,0.342353,1
29,452.19139941289598,1,2.95523333333333,0.89570000000000005,0.191399,0.313522,1
29,463.086923009256,1,2.9640499999999999,5.28833333333334E-2,0.086923,0.430164,1
29,481.09814625153598,1,2.9640499999999999,0.59335000000000004,0.098146,0.439052,1
29,243.184966280108,2,2.9640499999999999,0.15870000000000001,0.184966,0.086576,0
29,495.11391244607199,1,2.9640499999999999,0.54041666666666699,0.113912,0.438936,1
29,231.019335769565,1,2.9728666666666701,5.2899999999999697E-2,0.019336,0.238622,0
29,234.555526421053,1,2.9728666666666701,0.40818333333333301,0.555526,-0.293620,1
29,236.06456248235699,2,2.9728666666666701,5.2899999999999697E-2,0.064562,0.199029,1
29,308.07299149603699,2,2.9728666666666701,0.223033333333333,0.072991,0.271006,1
29,353.08769481966499,1,2.9728666666666701,0.41698333333333298,0.087695,0.306566,1
29,375.07712832188099,2,2.9728666666666701,7.9349999999999796E-2,0.077128,0.341686,1
29,483.04644073606403,1,2.9728666666666701,0.43464999999999998,0.046441,0.492933,1
29,509.13826699706902,2,2.9728666666666701,7.0516666666666297E-2,0.138267,0.430241,1
29,746.23543680505895,1,2.9728666666666701,1.39205,0.235437,-0.402184,1
29,134.03719279082699,2,2.9816833333333301,0.11461666666666701,0.037193,0.112474,0
29,279.08919313470699,1,2.9816833333333301,0.71938333333333304,0.089193,0.222440,0
29,263.99461853905598,1,2.9816833333333301,4.4083333333333502E-2,0.994619,0.300160,0
29,277.96667139786899,1,2.9816833333333301,2.6450000000000098E-2,0.966671,0.343709,0
29,406.13456628078501,1,2.9816833333333301,0.48751666666666699,0.134566,0.318927,1
29,148.03881413478001,2,2.9904999999999999,0.10580000000000001,0.038814,0.126487,0
29,207.98766745025699,1,2.9904999999999999,2.6450000000000098E-2,0.987667,0.244573,0
29,227.176007887645,1,2.9904999999999999,0.48751666666666699,0.176008,0.077659,1
29,221.08217190907999,1,2.9904999999999999,0.32881666666666698,0.082172,0.164690,1
29,238.112602785837,2,2.9904999999999999,0.23185,0.112603,0.153276,0
29,315.14329691157798,1,2.9904999999999999,0.34644999999999998,0.143297,0.208595,0
29,330.15530769492602,1,2.9904999999999999,0.75463333333333305,0.155308,0.213347,1
29,531.17113895087004,2,2.9904999999999999,0.31121666666666697,0.171139,0.421971,1
29,133.064806928834,1,2.9993166666666702,0.2495,0.064807,0.083774,0
29,351.03944018817299,1,2.9993166666666702,0.143683333333333,0.039440,0.352534,1
29,389.11022123469701,2,2.9993166666666702,0.10841666666666699,0.110221,0.324263,1
29,415.08957118867301,2,2.9993166666666702,5.2900000000000197E-2,0.089571,0.373922,1
29,427.06439729343498,1,2.9993166666666702,0.33765000000000001,0.064397,0.412467,1
29,478.16413269539902,2,2.9993166666666702,7.0533333333333101E-2,0.164133,0.369790,1
29,532.01639940145697,1,2.9993166666666702,0.35526666666666701,0.016399,-0.422345,1
29,535.17780246675295,1,2.9993166666666702,0.64886666666666704,0.177802,0.419782,1
29,721.22490715877098,2,2.9993166666666702,0.11723333333333399,0.224907,-0.419581,1
30,189.05578485822201,2,3.0081333333333302,0.43464999999999998,0.055785,0.155317,1
30,211.06219680696401,1,3.0081333333333302,0.240666666666667,0.062197,0.173477,0
30,227.09366117908499,1,3.0081333333333302,0.41701666666666698,0.093661,0.159914,1
30,411.12512410278202,1,3.0081333333333302,0.39056666666666701,0.125124,0.333942,1
30,442.03734039971903,1,3.0081333333333302,0.1525,0.037340,0.456242,1
30,517.22491284227203,1,3.0081333333333302,6.1716666666666899E-2,0.224913,0.352625,1
30,722.21536244553897,2,3.0081333333333302,6.1716666666666899E-2,0.215362,-0.408930,1
30,226.54920235362201,1,3.01695,0.196583333333333,0.549202,-0.296235,1
30,170.53351944338601,2,3.01695,9.9600000000000105E-2,0.533519,-0.343100,1
30,395.09471039973897,2,3.01695,0.25831666666666703,0.094710,0.346456,1
30,606.18784661510801,2,3.01695,9.9600000000000105E-2,0.187847,0.489028,1
30,677.20660415747295,2,3.01695,0.178933333333333,0.206604,-0.450429,1
30,397.112681017309,2,3.01695,0.25831666666666703,0.112681,0.330739,1
30,601.18900638452897,2,3.0257666666666698,0.28475,0.189006,0.482287,1
30,176.011563550695,1,3.0257666666666698,5.55166666666667E-2,0.011564,0.184973,0
30,180.07545874364499,2,3.0257666666666698,0.43461666666666698,0.075459,0.125615,0
30,203.07136978179699,1,3.0345833333333299,0.41701666666666698,0.071370,0.155382,1
30,234.94814503896399,1,3.0345833333333299,5.2900000000000197E-2,0.948145,0.314200,0
30,249.07725863559699,1,3.0345833333333299,0.87544999999999995,0.077259,0.200863,1
30,267.087937240484,1,3.0345833333333299,0.196583333333333,0.087937,0.210296,1
30,284.11424458795898,1,3.0345833333333299,0.31121666666666697,0.114245,0.203000,1
30,293.17470208201701,1,3.0345833333333299,5.55166666666667E-2,0.174702,0.152659,0
30,295.06302419997002,2,3.0345833333333299,0.214216666666666,0.063024,0.266446,1
30,323.07601112123399,1,3.0345833333333299,0.25831666666666703,0.076011,0.284738,1
30,343.08516648672901,1,3.0345833333333299,1.76333333333334E-2,0.085166,0.297925,1
30,347.07961029770303,2,3.0257666666666698,0.134866666666666,0.079610,0.307942,1
30,354.00423555829099,1,3.0345833333333299,0.15251666666666699,0.004236,0.391049,1
30,398.113739110202,2,3.0257666666666698,0.108416666666666,0.113739,0.330798,1
30,414.25201360779499,1,3.0257666666666698,9.0783333333333396E-2,0.252014,0.210544,0
30,420.13230802795601,2,3.0345833333333299,0.18775,0.132308,0.336815,1
30,487.16279874320401,2,3.0345833333333299,2.9066666666666598E-2,0.162799,0.381172,1
30,599.18234686816902,2,3.0257666666666698,0.36411666666666698,0.182347,0.486705,1
30,619.20327989378802,2,3.0345833333333299,0.29354999999999998,0.203280,0.488128,1
30,624.185015670241,2,3.0345833333333299,0.11723333333333399,0.185016,-0.488045,1
30,707.185640347098,2,3.0257666666666698,0.223016666666667,0.185640,-0.395991,1
30,709.198232715833,2,3.0345833333333299,0.302383333333333,0.198233,-0.406336,1
30,710.20313620760305,2,3.0257666666666698,0.143666666666666,0.203136,-0.410117,1
30,724.20913526980303,1,3.0257666666666698,0.284766666666667,0.209135,-0.400477,1
30,139.0392705216,1,3.0434000000000001,0.38173333333333298,0.039271,0.115982,0
30,202.03768187889699,2,3.0434000000000001,0.10841666666666699,0.037682,0.187915,1
30,213.05983095152399,1,3.0434000000000001,0.23185,0.059831,0.178074,1
30,289.05854325569101,1,3.0434000000000001,1.01033333333333,0.058543,0.264222,1
30,304.07709123061801,2,3.0434000000000001,0.15251666666666699,0.077091,0.262444,1
30,355.06958761965899,1,3.0434000000000001,0.17895,0.069588,0.326886,1
30,385.04544870003701,1,3.0434000000000001,0.14369999999999999,0.045449,0.384496,1
30,428.10067571145697,2,3.0434000000000001,9.9600000000000105E-2,0.100676,0.377345,1
30,235.06147727552499,2,3.0434000000000001,0.320033333333333,0.061477,0.200994,0
30,651.19151443457304,2,3.0434000000000001,9.0783333333333396E-2,0.191514,-0.464388,1
30,652.19650767745304,2,3.0434000000000001,0.12605,0.196508,-0.468259,1
30,453.10319296395602,1,3.06365,9.0783333333333396E-2,0.103193,0.402746,1
30,423.14835184533899,2,3.0724666666666698,0.37291666666666701,0.148352,0.324139,1
30,197.065089067147,2,3.0812833333333298,0.143683333333333,0.065089,0.154956,0
30,245.08292177608001,2,3.0812833333333298,0.47871666666666701,0.082922,0.190740,0
30,263.09350482730002,1,3.0812833333333298,0.25831666666666703,0.093505,0.200268,1
30,268.11952365729502,1,3.0812833333333298,1.9853666666666701,0.119524,0.179861,1
30,303.08428021400999,2,3.0812833333333298,0.22305,0.084280,0.254146,1
30,316.21332596791598,1,3.0812833333333298,0.36408333333333298,0.213326,0.139761,0
30,560.21257046205506,1,3.0812833333333298,0.320016666666667,0.212570,0.412968,1
30,198.06958844085599,2,3.0901000000000001,0.14369999999999999,0.069588,0.151578,0
30,233.08220241024901,1,3.0901000000000001,0.84901666666666697,0.082202,0.178059,1
30,270.06731666272202,2,3.0901000000000001,0.170116666666667,0.067317,0.234243,0
30,275.89079365518899,1,3.0901000000000001,0.10843333333333301,0.890794,0.417268,0
30,281.104833035436,2,3.0901000000000001,0.14988333333333301,0.104833,0.209051,1
30,539.14529445325604,2,3.0901000000000001,0.36411666666666698,0.145294,0.456720,1
30,287.080449876052,2,3.0989166666666699,0.17895,0.080450,0.240107,1
30,383.131757843586,1,3.0989166666666699,0.33765000000000001,0.131758,0.296050,1
30,391.036341518222,1,3.0989166666666699,0.48751666666666699,0.036342,0.400293,1
30,397.20234974792697,2,3.0989166666666699,0.170133333333334,0.202350,0.241170,1
30,401.10973024940103,2,3.0989166666666699,2.6450000000000098E-2,0.109730,0.338152,1
30,403.09642922564097,2,3.0989166666666699,4.4100000000000299E-2,0.096429,0.353672,1
30,445.14863912032303,2,3.0989166666666699,0.59331666666666605,0.148639,0.348418,1
30,446.14863451369899,2,3.0989166666666699,0.42581666666666701,0.148635,0.349539,1
30,517.15449172129502,1,3.0989166666666699,0.28475,0.154492,0.422968,1
30,566.88443243757297,1,3.0989166666666699,7.0549999999999904E-2,0.884432,-0.251444,0
31,272.05636933144098,2,3.1077333333333299,0.143683333333333,0.056369,0.247411,0
31,305.10072381070302,2,3.1077333333333299,0.134866666666666,0.100724,0.239954,1
31,308.07374057905997,2,3.1077333333333299,3.5283333333333097E-2,0.073741,0.270257,1
31,350.00964079533901,1,3.1077333333333299,8.8166666666666504E-2,0.009641,0.381183,1
31,243.184979574349,2,3.1077333333333299,0.134866666666666,0.184980,0.086563,0
31,486.15701600518997,2,3.1077333333333299,0.231866666666667,0.157016,0.385831,1
31,178.01090227775001,1,3.11656666666667,6.1716666666666399E-2,0.010902,0.187866,0
31,256.12015045985498,2,3.11656666666667,0.205416666666667,0.120150,0.165836,1
31,276.09506171737098,2,3.11656666666667,6.1733333333333203E-2,0.095062,0.213228,1
31,316.07553745576803,2,3.11656666666667,0.13225000000000001,0.075537,0.277395,1
31,326.09666219553702,2,3.11656666666667,3.5266666666666301E-2,0.096662,0.267460,1
31,349.17796509571599,1,3.11656666666667,0.13225000000000001,0.177965,0.211930,0
31,396.016174081337,1,3.11656666666667,5.2900000000000197E-2,0.016174,0.426021,1
31,425.10998882932603,2,3.11656666666667,3.52666666666668E-2,0.109989,0.364693,1
31,427.05536068493802,1,3.11656666666667,7.9349999999999796E-2,0.055361,0.421493,1
31,639.17314826505901,2,3.11656666666667,0.196583333333333,0.173148,-0.459442,1
31,655.22284919678395,1,3.11656666666667,0.161316666666667,0.222849,-0.491222,1
31,211.130793144059,1,3.12536666666667,9.6983333333333199E-2,0.130793,0.104957,0
31,231.17180613315301,1,3.12536666666667,0.15871666666666701,0.171806,0.086322,0
31,236.06498428618201,2,3.1341999999999999,0.17015,0.064984,0.198608,1
31,315.08741040874799,2,3.12536666666667,0.11723333333333399,0.087410,0.264419,1
31,347.167059631016,1,3.1341999999999999,0.240683333333334,0.167060,0.220590,1
31,325.093690079086,2,3.12536666666667,0.37293333333333401,0.093690,0.269312,1
31,350.09196540860398,2,3.1341999999999999,0.10580000000000001,0.091965,0.298950,1
31,354.13504458292198,2,3.1341999999999999,8.8183333333333294E-2,0.135045,0.260386,1
31,357.05958101763099,1,3.1341999999999999,7.0549999999999904E-2,0.059581,0.339115,1
31,466.26162431168098,1,3.1341999999999999,0.12343333333333301,0.261624,0.259008,1
31,471.206227085173,1,3.1341999999999999,0.13225000000000001,0.206227,0.319926,1
31,495.107668065562,1,3.1341999999999999,7.0533333333333101E-2,0.107668,0.445174,1
31,515.18873071850498,1,3.12536666666667,3.5283333333333097E-2,0.188731,0.386534,1
31,535.04118337893499,1,3.1341999999999999,7.9349999999999796E-2,0.041183,-0.443752,1
31,595.20857060103003,2,3.1341999999999999,1.76333333333334E-2,0.208571,0.456045,1
31,657.21972780165402,2,3.12536666666667,0.302383333333333,0.219728,-0.485870,1
31,928.23908470231299,1,3.12536666666667,0.76346666666666696,0.239085,-0.202605,1
31,148.045504188705,2,3.1429999999999998,0.12345,0.045504,0.119805,0
31,178.54527164299199,1,3.1429999999999998,0.302383333333333,0.545272,-0.345906,1
31,519.07472302726603,1,3.1429999999999998,0.214233333333333,0.074723,-0.495120,1
31,240.181232219397,1,3.1518333333333302,7.9333333333333006E-2,0.181232,0.086956,0
31,317.10043428414798,1,3.1518333333333302,0.79873333333333296,0.100434,0.253643,1
31,514.11987748030299,1,3.1518333333333302,0.28475,0.119877,0.454193,1
31,608.19751565611796,2,3.1518333333333302,0.11461666666666701,0.197516,0.481603,1
31,633.20241259665704,2,3.1518333333333302,0.28475,0.202413,-0.495373,1
31,677.23556157870098,1,3.1518333333333302,9.6983333333333199E-2,0.235562,-0.479354,1
31,763.21797119811401,2,3.1518333333333302,8.8166666666666504E-2,0.217971,-0.365755,1
31,158.03162720999799,2,3.1606333333333301,6.1699999999999602E-2,0.031627,0.144832,1
31,185.116164093094,1,3.1606333333333301,1.76333333333334E-2,0.116164,0.090538,0
31,187.55060926534799,2,3.1606333333333301,0.16751666666666701,0.550609,-0.341189,1
31,208.06412370778199,2,3.1606333333333301,0.81636666666666702,0.064124,0.168203,0
31,277.02681759501098,2,3.1606333333333301,4.4066666666666698E-2,0.026818,0.282513,0
31,156.04299725121601,2,3.1606333333333301,0.12343333333333301,0.042997,0.131242,0
31,291.98844351748699,1,3.1606333333333301,0.13225000000000001,0.988444,0.337593,0
31,297.09712558661897,2,3.1606333333333301,0.14108333333333301,0.097126,0.234616,1
31,314.09483282851801,2,3.1606333333333301,0.13223333333333301,0.094833,0.255888,1
31,340.10747725911301,2,3.1606333333333301,7.0533333333333101E-2,0.107477,0.272290,1
31,347.10636896717699,2,3.1606333333333301,4.4099999999999799E-2,0.106369,0.281213,1
31,394.03589402101699,1,3.1606333333333301,9.7000000000000003E-2,0.035894,0.404090,1
31,407.09448827927298,2,3.1606333333333301,5.2900000000000197E-2,0.094488,0.360077,1
31,427.16167533589697,1,3.1606333333333301,0.12343333333333301,0.161675,0.315297,1
31,561.18450607475802,2,3.1606333333333301,7.9366666666666599E-2,0.184506,0.442118,1
31,594.18234084261906,2,3.1606333333333301,0.114633333333333,0.182341,0.481128,1
31,632.19769002574299,2,3.1606333333333301,0.223033333333333,0.197690,-0.491772,1
31,648.18995006541195,2,3.1606333333333301,0.196583333333333,0.189950,-0.466175,1
31,137.05979462865901,1,3.1694666666666702,0.15871666666666701,0.059795,0.093248,0
31,165.05520585580001,1,3.1694666666666702,0.97506666666666597,0.055206,0.129096,1
31,165.186913992851,1,3.1694666666666702,0.132266666666667,0.186914,-0.002465,1
31,170.11841188483899,1,3.1694666666666702,9.7000000000000003E-2,0.118412,0.071544,0
31,219.06651617363599,1,3.1694666666666702,0.29094999999999999,0.066516,0.178095,1
31,392.17100552531298,1,3.1694666666666702,0.16753333333333401,0.171006,0.266896,1
31,468.18655275870702,1,3.1694666666666702,0.822583333333333,0.186553,0.336229,1
31,470.13276977611503,2,3.1694666666666702,0.10580000000000001,0.132770,0.392185,1
31,475.09212712953098,1,3.1694666666666702,5.2899999999999697E-2,0.092127,0.438365,1
31,477.16218969158899,1,3.1694666666666702,0.37911666666666699,0.162190,0.370614,1
31,611.15715835543597,2,3.1782666666666701,0.132266666666667,0.157158,-0.474735,1
31,273.04026524851599,2,3.1782666666666701,0.15871666666666701,0.040265,0.264614,1
31,274.04497284547602,2,3.1782666666666701,0.132266666666667,0.044973,0.261028,1
31,281.16033635455801,1,3.1782666666666701,0.11461666666666701,0.160336,0.153610,1
31,305.06859750139802,1,3.1782666666666701,0.17633333333333301,0.068598,0.272045,1
31,322.075296438512,2,3.1782666666666701,0.20276666666666601,0.075296,0.284336,1
31,344.08478814076602,2,3.1782666666666701,0.29976666666666602,0.084788,0.299420,1
31,347.07855293797002,2,3.1782666666666701,2.6466666666666899E-2,0.078553,0.308998,1
31,366.152105233187,1,3.1782666666666701,0.13223333333333301,0.152105,0.256743,1
31,423.07783262930297,2,3.1782666666666701,5.2900000000000197E-2,0.077833,0.394580,1
31,435.09551672176298,2,3.1782666666666701,0.14986666666666701,0.095517,0.390315,1
31,467.12351577555103,1,3.1782666666666701,0.11459999999999999,0.123516,0.398079,1
31,485.07003743504401,1,3.1782666666666701,7.05333333333336E-2,0.070037,0.471596,1
31,491.16393264074702,2,3.1782666666666701,0.320016666666667,0.163933,0.384505,1
31,668.19837912123796,2,3.1782666666666701,0.40816666666666601,0.198379,-0.452263,1
31,702.13302350266099,1,3.1782666666666701,0.10580000000000001,0.133024,-0.349015,1
31,719.20928126016997,2,3.1782666666666701,0.21160000000000001,0.209281,-0.406206,1
31,754.69460065417002,1,3.1782666666666701,0.16750000000000001,0.694601,0.148098,1
31,781.217494602844,2,3.1782666666666701,0.20278333333333301,0.217495,-0.345180,1
31,287.05863737304702,2,3.1871,0.114633333333333,0.058637,0.261895,1
31,439.05515261436199,1,3.1871,0.40820000000000001,0.055153,0.435100,1
31,508.12576226434697,2,3.1871,0.11459999999999999,0.125762,0.441616,1
31,521.131446792573,2,3.1871,0.24686666666666701,0.131447,0.450453,1
31,545.63630592238701,2,3.1871,0.10580000000000001,0.636306,-0.027044,1
31,572.15732017183404,1,3.1871,7.05333333333336E-2,0.157320,0.481556,1
31,612.15637186496394,2,3.1871,0.12343333333333301,0.156372,-0.472833,1
31,674.19933091703797,2,3.1871,0.10580000000000001,0.199331,-0.446514,1
31,685.19552352913797,2,3.1871,0.22923333333333401,0.195524,-0.430428,1
31,699.18943105911399,2,3.1871,0.22923333333333301,0.189431,-0.408710,1
31,374.076807303767,2,3.1871,0.26450000000000001,0.076807,0.340890,1
31,722.19073714453395,2,3.1871,0.17633333333333301,0.190737,-0.384333,1
31,873.17168626025898,1,3.1871,0.15870000000000001,0.171686,-0.196695,1
31,134.03597321599199,2,3.1959,0.114633333333333,0.035973,0.113693,0
31,698.18152260622196,2,3.1959,0.29094999999999999,0.181523,-0.401927,1
31,193.171458414971,1,3.1959,0.21160000000000001,0.171458,0.044239,1
32,217.543579987698,2,3.2047333333333299,0.49636666666666701,0.543580,-0.300669,1
32,225.52925796317101,2,3.2047333333333299,0.12343333333333401,0.529258,-0.277430,0
32,238.058043281896,2,3.2047333333333299,0.48754999999999998,0.058043,0.207774,0
31,240.05587505417699,2,3.1959,9.6966666666666895E-2,0.055875,0.212173,1
31,304.13982043033701,1,3.1959,0.37911666666666699,0.139820,0.199785,0
31,535.22000369165698,1,3.1959,9.6966666666666895E-2,0.220004,0.377628,1
31,554.18491759888798,2,3.1959,0.3553,0.184918,0.433890,1
32,784.19501686335605,2,3.2047333333333299,0.15870000000000001,0.195017,-0.319378,1
31,408.16932425972101,2,3.1959,0.22041666666666601,0.169324,0.286441,1
31,799.17135157216103,2,3.1959,0.16751666666666601,0.171352,-0.278990,1
32,801.19839151014105,2,3.2047333333333299,0.17633333333333301,0.198392,-0.303766,1
31,804.19323178014895,2,3.1959,0.15870000000000001,0.193232,-0.295262,1
32,153.128059636492,1,3.2135333333333298,0.20280000000000001,0.128060,0.042925,1
32,288.21839516441003,1,3.2135333333333298,5.2900000000000197E-2,0.218395,0.103432,0
32,438.14044768648699,2,3.2135333333333298,0.22923333333333401,0.140448,0.348784,1
32,441.10070915295302,1,3.2135333333333298,0.13225000000000001,0.100709,0.391828,1
32,446.11088388351402,1,3.2135333333333298,9.7000000000000405E-2,0.110884,0.387248,1
32,243.18452599362999,2,3.2135333333333298,0.18516666666666701,0.184526,0.087016,0
32,793.15488078001101,2,3.2135333333333298,0.14106666666666701,0.154881,-0.269237,1
32,794.16158056931897,2,3.2135333333333298,0.14106666666666701,0.161581,-0.274813,1
32,913.70744891161996,1,3.2135333333333298,0.12343333333333401,0.707449,0.312805,1
32,135.04417991681601,1,3.2223666666666699,0.18515000000000001,0.044180,0.106612,0
32,145.029160712015,1,3.2223666666666699,0.34383333333333299,0.029161,0.132780,0
32,163.17038714962399,1,3.2223666666666699,0.16750000000000001,0.170387,0.011810,1
32,163.26884800918199,1,3.2223666666666699,0.13225000000000001,0.268848,-0.086541,1
32,179.034711379561,1,3.2223666666666699,0.45226666666666698,0.034711,0.165200,1
32,163.03972141038699,1,3.2223666666666699,1.2333666666666701,0.039721,0.142330,1
32,246.04368470847899,2,3.2223666666666699,0.18513333333333301,0.043685,0.231050,1
32,337.09533485244901,2,3.2223666666666699,0.31741666666666601,0.095335,0.281069,1
32,355.10282845135703,1,3.2223666666666699,0.83138333333333303,0.102828,0.293683,1
